29.369,16.122,20.825,40.466,17.861,13.392,26.15,7.092,18.951,20.013,0.95945,19.768,21.06,10.74,16.126,18.415,6.9777,23.668,8.188,4.1975,11.004,17.636,3.3171,37.259,22.899,21.511,13.315,13.411,20.338,16.384,19.719,9.0209,21.309,10.32,11.966,2.6967,2.5134,44.606,23.968,5.0587,16.534,17.458,4.0817,8.9479,4.1333,4.6372,6.8823,14.569,34.608,16.617
0.96464,4.1333,7.092,18.951,26.15,14.912,12.583,4.6549,6.9777,0.88677,0.69106,0.78658,0.64123,8.188,10.74,2.7216,9.7195,1.5185,0.77267,2.6967,2.2683,0.71747,13.411,14.772,16.384,21.511,28.041,7.0842,0.85721,5.0587,1.785,2.0156,0.22229,11.966,21.309,30.481,11.395,4.214,9.5205,0.86823,0.95945,2.3012,2.4278,7.2065,4.6372,6.5943,6.8823,8.2798,12.021,13.392
0.048426,0.45049,6.9777,7.092,12.583,14.559,0.89101,10.74,0.98683,8.188,0.50504,0.66364,0.77267,2.6967,3.0411,14.646,7.7772,0.64123,0.099056,0.26057,0.71747,1.0474,7.175,13.411,14.772,1.1916,6.2919,1.2427,5.0587,0.88677,0.027858,0.021295,0.11918,1.4484,9.5205,25.109,0.027086,2.7216,1.5185,0.85721,0.96464,0.29766,0.4826,0.61777,0.95945,1.1873,1.2783,1.7702,11.395,11.966
0.048426,0.18311,0.085343,0.98683,5.4194,6.9777,12.583,0.046099,3.0378,1.4484,0.13606,0.19484,0.26057,0.76105,3.0411,7.7772,14.646,1.2427,4.1484,0.66361,0.02636,0.4826,0.63869,0.88677,5.0587,6.1575,14.772,0.77267,0.64123,0.016425,0.016237,0.018529,0.11918,0.85721,1.5185,9.5205,18.343,0.0882,1.1916,2.7216,0.021295,0.50504,0.66762,0.61777,0.66364,0.71747,0.95945,0.96464,4.3047,6.2919
0.018529,0.0018233,0.085343,0.98683,3.0378,12.583,0.0011889,0.046099,0.88677,0.76105,0.021295,0.090183,0.26057,1.2427,3.0411,7.7772,14.646,0.040674,1.4484,0.018047,0.02636,0.038158,0.016425,0.46352,0.77267,5.0587,0.16496,2.7216,0.023093,1.4326,0.016237,0.018466,0.0882,0.11918,0.85721,9.5205,18.343,0.11541,1.1916,0.64123,0.048426,0.13606,0.18311,0.19484,0.26748,0.50504,0.61777,0.64055,4.1484,4.3047
0.0018233,0.018529,0.085343,0.65651,0.98683,12.583,18.571,0.0011889,0.0882,0.023093,0.017063,0.090183,0.26057,1.2427,14.646,10.051,0.44224,1.1916,0.018047,0.11541,0.015118,0.02636,0.052623,0.46352,0.77267,5.0587,3.0986,0.88677,0.016425,0.046099,0.016237,0.01704,0.097057,0.11918,18.343,1.7094,0.026914,0.040674,0.39559,0.85721,0.021295,0.048426,0.13606,0.18311,0.19484,0.26748,0.50504,0.61777,1.4326,1.4484
0.0018233,0.012995,0.0011889,0.085343,18.571,8.5253,0.014698,0.12806,0.11541,0.65651,0.01624,0.021295,0.018047,0.26057,0.92392,1.1916,10.051,0.11918,0.052623,0.023093,0.0012534,0.015118,0.046099,0.46352,0.88677,0.96885,5.105,0.55039,0.24663,0.44224,0.016237,0.01704,0.026914,0.040674,0.097057,0.85721,18.343,0.016425,0.39559,0.0882,0.017063,0.056281,0.048426,0.079667,0.13606,0.16467,0.18311,0.19484,0.77267,0.98683
0.0013957,0.011142,0.0011889,0.085343,0.11541,0.65651,18.571,0.39559,0.023093,0.014698,0.01624,0.017063,0.018047,0.052623,0.11918,0.92392,0.22795,0.44224,0.26057,0.016425,0.00015224,0.0012534,0.24663,0.46352,0.88677,5.105,11.272,0.046099,0.11751,0.040674,0.016237,0.01704,0.026914,0.0882,0.097057,2.8371,6.1805,0.55039,0.12806,0.77267,0.021295,0.022982,0.048426,0.056281,0.079667,0.11178,0.13606,0.16467,0.85721,0.85944
0.0013957,0.011142,0.085343,0.39559,0.65651,2.3908,10.806,0.023093,0.22795,0.11751,0.015007,0.01355,0.012373,0.052623,0.11918,0.0138,0.40886,0.026914,0.12806,0.11541,0.00015224,0.0012534,0.019116,0.046099,0.88677,0.0072311,0.2757,0.018047,0.016425,0.0011889,0.0052654,0.015612,0.097057,0.55039,0.77267,6.1805,2.1984,0.040674,0.0882,0.014698,0.0062345,0.017063,0.021295,0.022982,0.048426,0.056281,0.079667,0.11178,0.24663,0.26057
1.4578e-06,0.0012534,0.023093,0.11751,0.22795,0.39559,10.806,0.0011889,0.0138,0.12806,0.0062345,0.0069066,0.012373,0.026914,0.11541,0.11918,0.055944,0.0049089,0.085343,0.00012675,0.00015224,0.00036907,0.0072311,0.019116,0.046099,0.88677,3.9824,0.052623,0.016425,0.018047,0.0052654,0.015612,0.097057,0.77267,6.1805,5.6549,2.3701,0.014698,0.040674,0.0882,0.0013957,0.012287,0.015007,0.017063,0.021295,0.022982,0.037451,0.048426,0.24663,0.26057
1.4578e-06,0.00057093,0.00038067,0.0011889,0.11751,0.12806,0.22795,0.0138,0.016425,0.24663,0.0013957,0.0069066,0.00012675,0.012373,0.055944,0.085343,0.11918,0.26057,0.0049089,0.026914,0.00015224,0.00036907,0.018047,0.019116,0.046099,0.052623,2.9813,0.014698,0.15185,0.00060381,0.0011336,0.015007,0.040674,0.0882,0.097057,2.3701,5.6549,0.0072311,0.11541,0.39559,0.0052654,0.0062345,0.012287,0.015612,0.016625,0.017063,0.021295,0.022982,NaN,NaN
1.4578e-06,0.00055433,0.0138,0.11751,0.12806,0.22795,3.452,0.026914,0.11918,0.055944,0.0013957,0.0052654,0.00012675,0.0049089,0.085343,0.26057,0.50504,0.0011889,0.046099,0.00038067,0.00015224,0.00036907,0.00060381,0.014698,0.019116,0.052623,3.7784,0.084968,0.0072311,0.018047,0.0011336,0.0062345,0.040674,0.0882,0.097057,0.11541,0.39559,0.012373,0.24663,0.016425,0.0069066,0.015007,0.012287,0.015612,0.016625,0.017063,0.021295,0.022982,NaN,NaN
1.4578e-06,5.5025e-06,0.0138,0.026914,0.055944,0.12806,3.452,0.046099,0.00060381,0.0882,0.0013957,0.0047866,0.0011889,0.085343,0.26057,4.2114,0.55387,0.00038067,0.0040045,0.052623,0.00015224,0.00017201,0.0072311,0.014698,0.019116,0.084968,3.7784,0.0049089,0.018047,0.00012675,0.0011336,0.003323,0.016425,0.040674,0.097057,0.11541,10.917,0.01468,0.11751,0.012373,0.00036907,0.0034411,0.0052654,0.0069066,0.012287,0.015007,0.015612,0.016625,0.22795,0.24663
