3.502,27.309,10.206,0.86698,30.522,20.56,19.6,22.296,3.705,22.142,8.5792,16.614,12.226,15.979,16.807,23.207,10.618,23.459,20.356,13.267,4.3122,20.237,8.3251,6.444,3.1581,24.499,19.174,3.5701,32.52,15.305,19.643,6.6164,6.9251,20.607,16.417,32.401,31.784,20.153,24.178,6.531,16.314,20.026,3.4897,25.438,44.805,19.989,5.6429,7.6323,3.6392,19.86
2.6933,0.45937,0.86698,20.56,22.296,22.142,6.7772,1.7259,2.7506,5.8767,0.82125,3.1032,0.01903,0.73766,13.033,1.329,7.229,3.6392,1.4782,1.8919,1.691,1.4352,3.1581,2.8442,15.305,1.5826,1.6302,8.1464,3.8533,2.2032,1.7064,2.0671,6.9251,20.607,9.375,20.153,2.7689,0.79277,5.2914,0.31382,3.4897,2.368,7.0299,5.6429,5.1119,4.2466,4.3122,6.6164,8.2212,9.5091
0.45937,0.8075,22.142,1.7259,2.7506,1.5436,11.355,0.86698,0.96334,0.71376,0.71857,0.4367,0.01903,1.1579,1.4782,0.68577,0.40777,0.0070947,0.79277,1.7338,0.53192,0.32626,2.8442,0.29407,3.8533,4.5203,3.8771,1.3024,0.31382,0.2869,1.4352,1.1406,20.607,9.375,3.5994,1.4906,1.3297,1.6302,0.6756,1.2395,3.4897,2.368,4.2466,2.6933,1.7961,1.4841,1.4608,1.7993,2.2032,3.1581
0.45937,0.25831,22.142,2.7506,11.355,0.86698,0.71376,1.4016,0.26661,0.10599,0.53192,0.4182,0.01903,1.4782,0.40777,0.0070947,15.492,0.79277,1.1453,0.29407,0.29427,0.41502,2.2692,0.62299,0.2869,0.39181,1.947,1.1508,1.1994,0.34993,0.9355,1.1456,14.301,9.375,3.5994,1.2395,1.0634,1.1579,0.96334,0.31382,1.4841,1.4608,1.3304,0.76567,1.1406,1.2031,0.71857,1.4352,1.4513,1.5436
0.25831,0.048619,22.142,0.71376,1.4016,0.7453,0.57515,0.026099,1.1453,0.99778,0.4182,0.19798,0.01903,1.4782,0.40777,0.0070947,0.79277,0.079304,0.31393,0.86698,0.22751,0.41502,2.2692,0.62299,1.1508,1.1994,0.34993,0.87905,0.10599,0.2869,0.53192,0.99211,3.5994,1.2395,1.0634,1.1579,2.7876,0.26661,0.31382,0.39181,0.9355,1.1406,1.2031,0.76567,0.45937,0.71857,1.1852,1.1456,1.4513,1.5436
0.25831,0.018526,0.71376,1.4016,0.57515,1.1453,11.636,0.079304,0.10599,0.080938,0.082729,0.007817,0.40777,0.0070947,0.79277,0.31393,0.85711,0.34993,0.7453,0.026099,0.18943,0.077929,0.017952,1.1994,0.87905,0.2869,0.43962,0.39181,1.0465,0.86698,0.45937,0.76567,1.1579,2.7876,0.26661,0.31382,2.3637,0.01903,0.99778,0.089124,0.99211,1.1406,0.9355,0.53192,0.71857,0.34152,0.22751,0.41502,1.0634,1.2395
0.018526,9.5363e-05,0.71376,1.1453,11.636,0.10599,0.080938,0.79277,0.43962,0.85711,0.007817,0.0038413,0.40777,0.31393,0.34993,0.7453,0.026099,1.0634,0.01903,0.00088192,0.082729,0.077929,0.017952,0.87905,0.39181,0.33271,0.86698,0.089124,0.2869,0.079304,0.18768,0.075611,1.1579,0.26661,0.31382,0.99778,0.23398,0.0041515,0.0070947,0.57515,0.53192,0.71857,0.34152,0.22751,0.41502,0.20869,0.18943,0.76567,1.1994,1.2395
0.018526,9.5363e-05,1.1453,11.636,0.10599,0.080938,9.5615,0.31049,0.2869,0.33271,0.007817,0.0038413,0.26599,0.026099,1.0634,0.01903,1.2477,0.11195,0.089124,0.34993,0.047059,0.077929,0.017952,0.86698,0.079304,1.2381,15.06,0.0041515,0.39181,0.40777,0.030862,0.029257,0.1791,0.26661,0.079424,0.0070947,0.57515,0.31382,0.00088192,0.41881,0.34152,0.22751,0.41502,0.20869,0.18943,0.082729,0.15471,0.090158,0.43962,0.7453
0.018526,9.5363e-05,1.1453,11.636,9.5615,0.31049,0.88452,0.079304,0.31382,0.017952,0.007817,0.0038413,0.26599,0.01903,1.2477,1.2543,7.4213,0.0041515,0.080938,0.10599,0.047059,0.025475,15.06,0.39181,0.40777,1.798,8.2151,0.2869,0.1791,0.089124,0.030862,0.029257,0.26661,0.052365,0.0070947,0.41881,4.9878,0.11195,0.026099,0.00088192,0.34152,0.22751,0.41502,0.20869,0.18943,0.082729,0.15471,0.090158,0.33271,0.34993
0.011287,9.5363e-05,9.5615,0.31049,0.88452,0.079304,30.431,0.00088192,0.14864,0.26661,0.007817,0.0038413,0.26599,1.2543,0.10599,0.44707,0.19958,0.1791,0.0070947,0.080938,0.047059,0.025475,0.40777,1.798,0.089124,7.6319,13.391,0.0041515,0.2869,0.11195,0.03013,0.029257,0.052365,0.41881,4.9878,0.17247,0.14187,0.026099,0.017952,0.01903,0.22751,0.20869,0.18943,0.082729,0.15471,0.090158,0.14629,0.12738,0.31382,0.33271
