Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
0.0104768
16.4667, 4.9063, 17.088, 11.7229, 20.9002, 13.9139, 1.7519, 20.9313, 9.9051, 22.1458, 8.53851, 6.643, 18.835, 21.1133, 0.61213, 21.5564, 17.2836, 2.42552, 5.91134, 12.8245, 1.1615, 3.34526, 10.8118, 4.2455, 16.2303, 10.4625, 3.79582, 20.27, 2.41734, 4.97634, 2.14075, 4.38336, 21.674, 0.375225, 9.80488, 8.7143, 1.40284, 0.296086, 6.48653, 0.0104768, 0.0213872, 20.596, 0.219788, 16.1974, 12.1891, 7.04992, 3.19463, 21.6121, 9.01684, 21.918, 

0.468593, 0.0944516, 4.03359, 7.40694, 8.38005, 5.75529, 0.597226, 1.40284, 1.48141, 0.0725644, 0.0213872, 0.604569, 17.2836, 0.00100788, 0.614233, 4.62594, 0.291116, 2.51848, 5.9868, 0.241406, 0.040312, 0.0757727, 16.2303, 10.4625, 0.162869, 20.27, 0.00397958, 2.56726, 0.0835882, 0.825775, 0.0101982, 0.0110105, 7.74552, 0.375225, 0.0104768, 9.86445, 1.84315, 4.97634, 0.296086, 0.61213, 0.123471, 1.1615, 0.219788, 3.90893, 2.44565, 3.34526, 2.14075, 2.97568, 6.48653, 7.80947, 

0.468593, 0.0944516, 7.40694, 0.0155387, 0.00218959, 0.736612, 1.04388, 0.614233, 0.597226, 0.296086, 0.0213872, 0.0169222, 0.00100788, 4.62594, 5.9868, 0.184056, 0.0008362, 2.51848, 1.45147, 3.85176, 0.040312, 0.0757727, 10.4625, 0.00397958, 0.274752, 0.0835882, 0.825775, 0.520766, 0.291116, 0.162869, 0.0101982, 0.0110105, 0.375225, 9.86445, 1.84315, 4.97634, 0.61213, 0.16203, 1.40284, 0.0104768, 0.123471, 0.219788, 0.572905, 0.576645, 0.470972, 0.191365, 0.157535, 0.488551, 4.03359, 4.70189, 

0.000730035, 0.00635802, 0.0155387, 0.0203641, 1.04388, 0.126459, 8.4712, 0.61213, 0.0357467, 0.597226, 0.0169222, 0.000404969, 0.00100788, 5.9868, 2.27898, 0.0207724, 0.00116723, 0.274752, 0.184056, 0.162869, 0.040312, 0.0757727, 10.4625, 0.00397958, 0.0835882, 0.520766, 0.291116, 0.0008362, 0.438704, 0.631089, 0.0101982, 0.0110105, 1.84315, 1.40284, 0.0104768, 0.710642, 4.24087, 0.16203, 0.0895053, 0.00218959, 0.123471, 0.219788, 0.191365, 0.157535, 0.11118, 0.0944516, 0.0213872, 0.23291, 0.825775, 1.95589, 

0.000730035, 0.00635802, 0.126459, 8.4712, 0.0357467, 0.257104, 0.649363, 0.00959858, 0.0207724, 0.274752, 0.0110105, 0.000404969, 0.00100788, 0.129243, 0.00116723, 1.10468, 0.127193, 0.0359835, 0.00397958, 0.162869, 0.000164587, 0.0213872, 0.0835882, 0.520766, 0.291116, 0.438704, 0.631089, 0.0008362, 0.0203641, 0.184056, 0.0101982, 0.00518637, 1.84315, 0.0104768, 4.24087, 0.16203, 0.000162457, 0.00218959, 0.0155387, 0.038125, 0.123471, 0.157535, 0.11118, 0.040312, 0.0672553, 0.11441, 0.010478, 0.0169222, 0.597226, 0.749224, 

0.000255045, 0.000359598, 3.07577, 0.158266, 0.0207724, 0.00223095, 0.709342, 0.126459, 0.0357467, 0.0835882, 0.00335145, 0.000404969, 0.00116723, 1.10468, 0.127193, 0.945206, 0.00365404, 0.00100788, 0.0104768, 0.00397958, 0.000164587, 2.12977e-06, 0.291116, 0.631089, 0.000136911, 7.2446, 1.09651e-07, 0.0359835, 0.00218959, 0.00959858, 0.0101982, 0.00518637, 0.000162457, 0.0155387, 0.0222792, 0.850328, 0.0158572, 0.000508578, 0.000517351, 0.0008362, 0.040312, 0.0672553, 0.00147462, 0.0169222, 0.000730035, 0.00366352, 0.0213872, 0.0120644, 0.129243, 0.16203, 

0.000255045, 0.000359598, 0.158266, 0.0207724, 0.029308, 0.0835882, 2.67215, 0.000162457, 0.0104768, 0.00100788, 0.000730035, 0.000404969, 0.00116723, 0.127193, 0.945206, 0.00365404, 0.00397958, 0.000517351, 0.000508578, 0.00218959, 0.000164587, 2.12977e-06, 0.291116, 0.631089, 0.000136911, 1.09651e-07, 0.0359835, 0.00959858, 0.0222792, 0.00611744, 0.000570368, 0.00366352, 0.0155387, 0.418092, 0.0158572, 0.0008362, 0.150224, 0.0357467, 0.00223095, 0.02134, 0.00335145, 0.0169222, 0.00147462, 0.00722364, 0.0213872, 0.0120644, 0.00620975, 0.0101982, 0.105611, 0.129243, 

0.000255045, 0.000359598, 0.0207724, 0.029308, 0.000162457, 0.195079, 0.245046, 0.000517351, 0.0104768, 0.00100788, 0.000730035, 0.000404969, 0.00116723, 0.000973343, 0.000508578, 0.00218959, 5.03517, 0.0155387, 0.0222792, 0.000136911, 0.000164587, 2.12977e-06, 0.631089, 1.09651e-07, 0.0359835, 0.00611744, 0.57857, 0.00397958, 0.0158572, 0.0008362, 0.000570368, 0.00335145, 0.418092, 0.150224, 0.00223095, 0.02134, 9.72866, 0.000220625, 0.0357467, 0.00959858, 0.00366352, 0.0169222, 0.00147462, 0.00722364, 0.0120644, 0.00620975, 0.0101982, 0.0105668, 0.0365378, 0.0835882, 

0.000255045, 0.000359598, 0.000162457, 0.000517351, 0.0104768, 0.00100788, 10.8111, 0.00397958, 0.029308, 1.09651e-07, 0.000109734, 0.000105636, 0.000508578, 0.00218959, 5.03517, 0.0155387, 9.39899e-05, 0.0207724, 0.000136911, 0.0222792, 0.000164587, 2.12977e-06, 0.631089, 0.0359835, 0.57857, 0.0158572, 4.0255, 0.000973343, 0.000220625, 0.00611744, 0.000570368, 0.000730035, 0.418092, 0.00223095, 0.02134, 0.0357467, 0.00959858, 0.0008362, 0.0365378, 0.00116723, 0.00366352, 0.00147462, 0.00722364, 0.0120644, 0.00620975, 0.0101982, 0.0105668, 0.00335145, 0.0835882, 0.114232, 

0.000255045, 0.000359598, 0.000162457, 10.8111, 0.00397958, 0.029308, 4.29188, 0.0104768, 0.00933299, 0.000508578, 4.23255e-05, 2.2481e-05, 0.00218959, 0.0155387, 9.39899e-05, 0.0222792, 6.75645e-05, 0.00112109, 1.09651e-07, 0.000220625, 0.000164587, 2.12977e-06, 0.631089, 0.0158572, 4.0255, 0.000973343, 0.00242597, 0.00910976, 0.0207724, 0.00116723, 0.000423624, 0.000730035, 0.418092, 0.00223095, 0.0008362, 0.0365378, 5.62034, 0.000136911, 0.00100788, 0.000517351, 0.00366352, 0.00147462, 0.00722364, 0.00620975, 0.00335145, 0.0011515, 0.00117897, 0.0025656, 0.0357467, 0.0359835, 

0.000255045, 0.000359598, 0.000458754, 0.029308, 2.70861, 0.0104768, 0.584105, 9.39899e-05, 0.0158572, 0.00242597, 4.23255e-05, 2.2481e-05, 0.00218959, 0.0155387, 0.0222792, 1.09651e-07, 0.00544254, 0.0207724, 0.00112109, 0.000136911, 0.000164587, 2.12977e-06, 0.631089, 4.0255, 0.000973343, 0.00910976, 0.00116723, 0.00933299, 6.75645e-05, 0.000508578, 0.000423624, 5.2503e-05, 3.57717e-06, 0.0008362, 0.00100788, 0.000517351, 0.00602486, 0.000220625, 3.79294e-05, 0.000162457, 0.00366352, 0.00147462, 0.00620975, 0.00335145, 0.0011515, 0.00117897, 0.0025656, 4.62739e-05, 0.0357467, 0.0359835, 

