24.384,57.366,49.459,10.843,5.2576,14.694,6.966,79.99,70.607,4.8776,112.06,15.083,29.151,46.813,14.138,38.394,72.335,103.1,7.1526,74.662,18.773,22.686,7.9107,6.7424,6.8897,14.837,55.584,14.918,22.982,4.6469,86.722,12.968,11.075,40.559,31.172,5.7589,5.5845,14.145,16.543,5.7233,6.9966,70.099,17.228,43.062,11.232,17.945,4.3994,121.26,52.543,15.511,52.443,5.7174,120.52,8.5194,18.598,16.413,6.8826,33.301,10.068,102.35,14.911,39.767,4.0558,33.09,18.468,54.321,33.004,34.146,91.352,4.634,5.8283,71.117,4.1,83.142,9.722,46.238,84.035,16.681,36.257,4.2455,10.848,14.008,5.7008,38.672,34.33,7.9096,40.027,8.2685,29.7,4.1386,5.1348,99.143,4.6715,32.514,13.565,93.997,4.0429,23.08,58.159,16.036
4,4,4.0001,4.0002,4.0004,4.0005,4.0008,4.0016,4.002,4.0042,4.0087,4.0101,4.0117,4.015,4.0153,4.0382,6.1205,7.1381,13.572,6.1788,4,4.0002,4.0005,4.0007,4.0007,4.0024,4.0025,4.0025,4.0067,4.0351,4.0572,4.066,4.0838,4.1197,4.0651,4.0917,4.0175,4.5026,5.5845,4.0004,4,4.0002,4.001,4.0013,4.0017,4.0058,4.0064,4.016,4.0168,4.0277,4.0277,4.0424,4.0793,4.0846,4.0886,4.1425,6.8826,9.7975,5.6693,31.938,4,4,4.0001,4.0001,4.0002,4.0003,4.0004,4.0011,4.0015,4.0022,4.0039,4.0117,4.0123,4.0859,4.1818,4.0515,4.2093,4.2455,8.0871,4.0767,4.166,4.1919,4.2078,4.1458,4.0429,4.1386,4.1391,4.1426,4.259,4.27,4.3227,4.3395,4.3423,4.6715,4.9321,4.9591,5.1348,5.1522,5.2269,5.7233
4,4,4,4,4,4,4,4,4,4,4,4,4.0001,4.0001,4.0001,4.0001,5.894,7.0077,4.2164,4.5967,4,4,4,4,4,4,4,4,4,4,4,4,4.0001,4.0001,4.0006,4.0007,4.5026,4.7848,4.0147,5.7094,4,4,4,4,4,4,4,4.0001,4.0001,4.0001,4.0001,4.0001,4.0002,4.0002,4.0003,4.0003,4.0328,4.3964,4.045,5.1174,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0007,4.0549,8.0871,6.1186,4.0007,4.0026,4.0117,4.001,4,4,4,4.0002,4.0004,4.0006,4.0074,4.0429,4.1357,4.1386,4.1391,4.1426,4.259,4.2632,4.2671,4.27
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0725,4.5395,4.5967,4.1334,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0021,4.5026,4.7848,4.1772,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0328,4,4.0038,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.082,4,4,4,4.0003,4,4,4,4,4.0001,4.0002,4.0002,4.0002,4.0004,4.0006,4.0006,4.0031,4.004,4.0041,4.0074,4.0145,4.0153
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0785,4.1334,4.2409,4.082,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0085,4.7848,4,4.2276,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0328,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0149,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0001,4.0001,4.0001,4.0002,4.0002,4.0002,4.0002,4.0002
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0021,4.006,4.0785,4.0009,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0231,4.2276,4.0099,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.7157,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0001,4.0001,4.0001
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0001,4.0052,4.006,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0016,4.0155,4.2276,4.7694,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.3753,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.006,4,4.0002,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0803,4.2276,4.0046,4.0007,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.3753,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.006,4.0173,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0046,4.0443,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0006,4,4.008,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0184,4.0031,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
