Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
0.0185864
5.33949, 3.42, 14.668, 20.2346, 23.6643, 23.0885, 6.85548, 24.7153, 13.7259, 15.6981, 0.136367, 9.28793, 18.8475, 13.1186, 0.215818, 8.38443, 1.94963, 15.7333, 0.120471, 14.4317, 13.022, 1.63672, 15.7794, 7.67785, 10.2669, 5.89602, 21.4778, 1.13727, 5.8083, 0.922678, 0.297317, 3.96149, 5.7535, 4.78894, 0.0185864, 0.0514624, 0.298283, 0.0664443, 2.23751, 12.0747, 8.34031, 1.78964, 8.33976, 0.185541, 6.52691, 1.49869, 6.53492, 15.8959, 3.36658, 10.3899, 

0.185541, 0.297317, 1.14847, 0.189364, 2.01806, 6.14378, 3.13751, 0.229057, 2.48382, 1.30728, 0.00361297, 0.582829, 7.17004, 0.215818, 1.94963, 0.00924133, 2.10643, 0.0185864, 0.298283, 1.78836, 1.63672, 1.7778, 7.67785, 21.4778, 5.8083, 0.922678, 3.0591, 0.328227, 2.23751, 0.0108225, 0.142689, 0.012234, 1.82937, 0.0514624, 0.0664443, 2.76471, 0.577939, 0.270017, 1.93265, 1.07478, 1.78964, 0.800617, 0.907844, 1.49869, 2.09019, 1.48389, 0.680409, 0.338728, 3.36658, 3.79271, 

0.00128846, 0.297317, 0.523304, 6.14378, 0.229057, 2.48382, 0.690843, 1.61721, 0.0695796, 0.00924133, 0.00361297, 0.092884, 7.17004, 0.215818, 0.298283, 1.78836, 1.9802, 0.297504, 0.0514624, 0.0185864, 0.172832, 0.00263021, 7.67785, 8.02719, 0.670387, 0.00625043, 0.0108225, 0.189364, 0.159678, 0.270017, 9.75055e-05, 0.012234, 1.82937, 0.0664443, 2.76471, 1.07478, 0.105355, 1.59083, 1.30728, 0.922678, 0.800617, 0.907844, 0.680409, 0.582829, 1.36053, 0.0118449, 0.230138, 0.338728, 1.93265, 1.94963, 

0.00128846, 0.0118449, 0.229057, 0.690843, 1.61721, 0.0695796, 1.76275, 0.341621, 0.298283, 0.0108225, 0.00361297, 0.0127783, 0.0244251, 1.78836, 0.924899, 0.0514624, 0.0185864, 0.0231368, 0.108882, 0.338809, 0.00263021, 0.106685, 8.02719, 0.670387, 0.00625043, 0.270017, 2.20786, 0.297504, 0.105355, 0.314907, 9.75055e-05, 0.012234, 0.0664443, 1.07478, 1.59083, 5.675, 0.00713782, 0.00924133, 0.189364, 0.159678, 0.297317, 0.230138, 0.338728, 0.345918, 0.25155, 0.154684, 0.153346, 0.092884, 0.927011, 1.30728, 

0.00128846, 0.0118449, 0.229057, 0.690843, 0.341621, 0.298283, 0.0108225, 0.00712175, 0.105355, 0.311762, 0.00361297, 0.0127783, 0.0244251, 1.78836, 0.328569, 0.0231368, 0.108882, 0.0514624, 0.338809, 0.00627622, 0.00263021, 0.00331431, 0.00625043, 0.270017, 0.0646263, 0.314907, 1.14442, 0.0256336, 0.0185864, 0.0897511, 9.75055e-05, 0.00725889, 0.00289596, 0.00713782, 0.00924133, 0.159678, 0.884464, 0.0695796, 0.0174782, 0.0664443, 0.230138, 0.154684, 0.153346, 0.092884, 0.130887, 0.12562, 0.0126015, 0.012234, 0.393959, 0.443457, 

0.00128846, 0.0118449, 0.298283, 0.00712175, 0.105355, 7.3546, 11.1734, 0.00625043, 0.229057, 0.0573487, 0.00361297, 0.012234, 0.0244251, 0.0231368, 0.0514624, 0.338809, 0.00627622, 0.0897511, 0.0664443, 0.0108225, 0.00263021, 0.00331431, 0.270017, 0.0646263, 1.14442, 0.0185864, 3.2133, 0.0256336, 0.00015493, 0.108882, 9.75055e-05, 0.00725889, 0.00289596, 0.00924133, 0.159678, 0.0695796, 0.0174782, 0.00713782, 0.311762, 0.314907, 0.153346, 0.092884, 0.130887, 0.12562, 0.0127783, 0.0126015, 0.0129931, 0.0275797, 0.341621, 0.393959, 

0.00128846, 0.00725889, 0.298283, 0.00712175, 0.348192, 0.229057, 1.53296, 0.0573487, 0.0461053, 0.105355, 0.00361297, 0.00601094, 0.0244251, 0.0514624, 0.00627622, 0.0664443, 0.0108225, 0.0613042, 0.00625043, 0.0646263, 0.00263021, 0.00331431, 0.270017, 0.0185864, 0.0256336, 0.00015493, 0.108882, 0.0231368, 0.00673921, 0.00562152, 8.69876e-05, 0.000832966, 0.0174782, 8.18752e-05, 0.314907, 0.000753517, 0.101521, 0.00289596, 0.00924133, 0.0333891, 0.0127783, 0.0126015, 0.0129931, 0.0275797, 0.0319854, 0.0787299, 0.0410832, 0.0118449, 0.159678, 0.311762, 

0.00128846, 0.00601094, 0.0709033, 0.00712175, 0.348192, 0.0461053, 3.15636, 0.0333891, 0.0573487, 0.00625043, 0.00361297, 0.000223706, 0.0514624, 0.00627622, 0.0664443, 0.0108225, 0.0613042, 0.0482208, 0.00015493, 0.0174782, 0.0023872, 0.00331431, 0.270017, 0.0256336, 0.108882, 0.0231368, 0.00673921, 0.00562152, 0.000643146, 0.0244251, 8.69876e-05, 0.0007724, 8.18752e-05, 0.314907, 0.101521, 0.00289596, 0.195528, 0.00924133, 0.000753517, 0.0185864, 0.0127783, 0.0126015, 0.0129931, 0.0275797, 0.0319854, 0.0410832, 0.0118449, 0.00712411, 0.0646263, 0.105355, 

