56.755,136.3,69.97,40.498,32.086,41.885,40.425,83.879,53.369,125.32,137.17,46.022,118.49,23.698,65.924,135.05,116.85,82.614,46.183,73.176,34.024,122.41,21.991,57.469,49.224,51.655,90.583,55.818,35.963,88.406,83.588,195.47,99.361,86.026,80.73,8.6792,94.325,92.571,122.54,42.433,34.179,44.792,144.63,170.89,150.69,133.65,85.457,104.01,51.117,118.85,109,69.174,98,62.922,76.044,83.267,87.381,127.46,64.542,66.335,127.38,41.068,135.86,100.81,71.744,174.86,28.715,166.65,73.259,127.64,47.407,123.32,121.63,87.534,106.55,85.649,119.96,86.109,66.002,78.295,117.27,79.406,41.845,39.187,188.19,102.59,160.91,126.77,102.36,94.612,84.213,116,69.96,131,19.602,38.421,87.403,42.724,167.75,129.09
2.0324,5.5631,9.5739,9.5923,10.234,10.842,14.436,14.871,17.437,18.128,20.169,21.713,21.782,22.157,18.957,22.413,19.35,37.924,82.16,31.657,2.7328,2.8389,3.4775,5.5978,5.8437,6.7341,6.8525,7.4886,8.3993,8.6792,9.0671,10.618,10.655,11.555,11.656,18.393,18.196,24.259,35.323,68.789,1.7897,2.3688,3.9999,4.5039,4.9321,5.5314,5.5392,6.3687,9.0181,9.7075,9.8457,10.992,13.038,16.756,20.916,22.432,45.175,64.542,87.135,27.979,1.0966,2.6742,3.2476,4.8957,5.5847,6.1553,6.2572,6.5993,10.345,11.84,13.235,13.813,15.152,20.741,21.994,11.707,20.611,28.387,28.406,49.789,13.149,22.469,22.669,4.5266,15.206,15.62,16.796,19.25,19.602,23.323,24.372,26.149,31.684,33.649,34.175,34.736,35.738,37.971,38.421,42.22
1.2606,1.3877,1.3913,1.4825,1.7379,2.0324,2.3752,3.3663,3.3971,4.5266,5.1482,7.9128,8.7127,10.231,11.459,12.842,6.8492,17.198,19.35,20.226,1.0147,1.5035,1.5338,1.8246,1.8829,2.0097,2.4224,2.7328,2.7927,2.8389,3.4775,3.6887,3.7103,3.7284,4.5792,8.2451,18.196,24.907,21.262,40.18,1.0475,1.0637,1.1304,1.4537,1.7897,1.8328,1.9211,2.1167,2.3688,2.5553,2.7907,3.3121,4.0342,4.9321,6.199,8.3864,8.6445,9.4984,50.014,30.996,1.0966,1.1226,1.2643,1.3445,1.5406,1.6176,1.8006,1.9332,1.9612,2.4506,2.6742,2.7725,2.8516,3.6391,3.7988,6.1553,20.737,26.692,9.3861,23.442,5.066,13.287,13.149,5.5822,1.1055,4.4618,9.5663,13.494,14.462,15.206,15.62,16.796,17.272,19.25,19.485,20.611,23.323,24.306,24.372,24.565
0.99956,1.0009,1.0111,1.012,1.0323,1.0747,1.095,1.1069,1.1072,1.1346,1.181,1.2526,1.2834,1.3913,1.4681,1.5139,6.8492,19.35,20.226,23.278,0.99769,0.99878,1.0018,1.0039,1.004,1.0049,1.005,1.008,1.0114,1.0129,1.0148,1.0155,1.0251,1.0789,1.1028,1.0505,3.4241,18.196,40.18,1.7756,1.0028,1.0055,1.0231,1.0296,1.031,1.0319,1.0352,1.0637,1.098,1.1206,1.1304,1.1429,1.1494,1.1589,1.1943,1.5347,4.3242,9.4984,2.0979,21.22,0.72307,0.99569,0.99629,0.99637,0.99852,1.0015,1.0071,1.0457,1.0528,1.0724,1.0854,1.0966,1.1091,1.1226,1.147,1.2582,5.165,9.3861,14.466,20.979,1.1285,1.1521,0.99558,1.1174,1.0042,1.1055,1.2261,1.4396,1.4824,1.7254,4.4618,4.7641,8.3564,8.9467,13.494,14.462,14.686,15.206,15.62,16.796
0.9951,0.99512,0.99512,0.99535,0.99558,0.99649,0.99656,0.99717,0.99816,0.99879,0.99956,1.0002,1.0153,1.017,1.0372,1.0682,6.8492,8.2181,20.226,32.872,0.99496,0.99498,0.99499,0.995,0.995,0.9951,0.99514,0.99521,0.99569,0.99594,0.996,0.99631,0.99648,0.99793,0.9999,1.0054,1.0823,38.755,45.825,1.2593,0.99497,0.99499,0.99521,0.99532,0.99532,0.99536,0.99587,0.99645,0.99903,0.99948,1.0004,1.0011,1.0055,1.0064,1.0065,1.0076,1.0087,1.446,7.2163,21.465,0.041306,0.1802,0.47755,0.53064,0.5518,0.57289,0.7011,0.72307,0.73745,0.75382,0.78452,0.79637,0.83281,0.99629,1.0219,1.0457,5.165,6.7601,21.229,36.943,0.99562,1.0079,1.022,1.0529,0.9993,1.0042,1.0177,1.1055,1.1382,1.2261,1.4396,1.4824,1.7254,2.1245,2.3726,2.9215,3.1365,4.3242,4.4618,4.7641
0.99496,0.99496,0.99496,0.99497,0.99497,0.99497,0.99497,0.99497,0.99499,0.99502,0.99503,0.99505,0.9951,0.99512,0.9952,1.0079,5.3883,6.8492,8.2181,17.37,0.35753,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99497,0.99498,0.99498,0.99498,0.99498,0.99512,0.99529,0.9987,15.806,21.954,18.492,0.99496,0.99496,0.99496,0.99496,0.99496,0.99497,0.99497,0.99497,0.99499,0.99499,0.995,0.99509,0.99512,0.99516,0.99517,0.99533,1.0087,1.0934,7.2163,1.0299,0.00033075,0.00072017,0.0012733,0.002216,0.0031488,0.0032216,0.0045639,0.00544,0.012428,0.012433,0.019917,0.02064,0.025301,0.027928,0.038051,0.12958,5.1458,5.165,20.408,0.23097,0.99496,0.99562,1.0122,1.0012,0.13322,0.84465,0.9993,1.0011,1.0028,1.0042,1.0176,1.0177,1.0985,1.1055,1.1382,1.1741,1.2261,1.2593,1.4396,1.4824
0.29535,0.29951,0.99496,0.99496,0.99496,0.99496,0.99497,0.99497,0.99497,0.99497,0.99498,0.99499,0.99503,0.99505,0.99512,0.99562,5.3883,6.5142,4.5937,2.4379,0.0078383,0.16862,0.28601,0.35753,0.4726,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99497,0.99498,0.99498,0.99501,0.99849,1.5127,21.954,8.639,0.29539,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99497,0.99497,0.99553,1.0087,1.0154,0.99544,1.1716e-07,5.4277e-07,6.857e-07,2.8114e-06,9.4196e-06,1.2972e-05,1.3545e-05,1.5448e-05,2.6932e-05,6.5591e-05,0.00010254,0.00014408,0.00015858,0.000162,0.00019404,0.00019545,1.533,2.3176,5.1458,0.014017,0.02125,0.99496,0.99512,0.99496,0.048037,0.054986,0.13322,0.84465,0.99699,0.9993,1.0011,1.0028,1.0042,1.0176,1.0177,1.0985,1.1055,1.1369,1.1382,1.1741
0.0096837,0.02125,0.062076,0.088758,0.090479,0.29951,0.34252,0.53093,0.66315,0.73199,0.99496,0.99496,0.99497,0.99497,0.99503,0.99512,2.4379,3.0529,6.5142,18.191,0.002393,0.007654,0.0078383,0.014653,0.02904,0.074654,0.085343,0.11522,0.15592,0.16862,0.29919,0.55553,0.70332,0.99496,0.99496,0.99496,0.99849,1.635,10.891,16.309,0.002724,0.12761,0.29539,0.51931,0.58144,0.72071,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.99496,0.8671,0.99504,1.0154,1.018,4.4877e-08,4.5647e-08,8.8341e-08,1.1716e-07,1.1717e-07,3.0469e-07,3.7212e-07,2.1673e-06,2.8114e-06,3.2267e-06,6.0992e-06,6.1983e-06,7.2078e-06,1.1286e-05,1.4635e-05,1.6232e-05,0.0010051,1.533,2.6368,1.7958,0.1071,0.052747,0.13737,0.34802,0.00031128,0.025774,0.048037,0.054986,0.13322,0.84465,0.99498,0.99699,0.9993,1.0011,1.0028,1.0041,1.0042,1.0087,1.0176,1.0177
0.00032748,0.0010425,0.0013452,0.0016187,0.0016669,0.002896,0.0052204,0.0070029,0.0096837,0.010955,0.02125,0.022394,0.02521,0.045039,0.052747,0.074654,1.3977,1.4941,2.4379,19.147,5.7748e-05,0.00078547,0.00092376,0.0011689,0.0019879,0.0021805,0.0022739,0.002393,0.0025854,0.0033682,0.007654,0.0078383,0.0093648,0.009872,0.015143,0.035072,0.99849,9.2012,16.309,0.01183,0.0007473,0.0015325,0.0072549,0.013949,0.045786,0.050318,0.12761,0.13737,0.19892,0.24588,0.29539,0.34802,0.74373,0.99496,0.99496,4.4335e-05,0.00031909,1.0154,6.3158e-05,68.631,2.9779e-10,2.1712e-09,2.8347e-09,3.145e-09,6.0606e-09,8.8954e-09,8.9563e-09,1.6149e-08,1.8756e-08,2.7137e-08,3.3838e-08,1.1716e-07,3.4682e-07,2.7676e-06,2.8114e-06,6.1983e-06,0.84205,1.7958,2.6368,0.52715,0.00084781,0.11837,0.1071,0.14008,0.00030078,0.00030423,0.00031128,0.0010051,0.025774,0.028581,0.048037,0.054986,0.13322,0.24754,0.84465,0.99498,0.99504,0.99699,0.9993,1.0011
2.3964e-07,1.0506e-06,3.2514e-06,6.3781e-06,6.5827e-06,3.8177e-05,9.0394e-05,0.00013081,0.0001458,0.00019009,0.00020462,0.00022786,0.00054606,0.00065212,0.00078434,0.00079191,0.16485,2.4379,19.147,18.745,7.9495e-07,1.0021e-06,1.5446e-06,2.2031e-06,3.1495e-06,6.9743e-06,1.124e-05,1.8779e-05,1.9575e-05,2.7004e-05,5.8555e-05,6.5482e-05,9.3315e-05,0.00012495,0.0007579,0.00084781,0.99849,16.309,3.9709,11.896,7.0237e-08,1.0379e-06,5.8551e-06,1.3532e-05,1.8963e-05,3.4611e-05,6.0035e-05,8.7572e-05,0.0001389,0.00017689,0.0002066,0.00034147,0.0013101,0.0024116,0.0055508,0.00013009,1.306e-05,6.3158e-05,3.7082e-06,44.175,2.8617e-12,9.9627e-11,3.974e-10,6.5963e-10,8.7974e-10,9.4801e-10,1.5703e-09,2.1712e-09,2.2322e-09,3.0295e-09,3.145e-09,8.9563e-09,1.8756e-08,3.8115e-08,1.1716e-07,8.5471e-07,0.52715,0.84205,1.7958,0.12514,0.00092376,0.017245,0.00094121,0.00086544,0.00030078,0.00030423,0.00031128,0.00051232,0.00090986,0.0010051,0.0017044,0.0058947,0.018147,0.020491,0.025774,0.026755,0.028581,0.041646,0.048037,0.054986
2.7995e-09,5.8903e-08,1.3857e-07,2.3062e-07,2.3964e-07,3.936e-07,6.2034e-07,3.4372e-06,5.1051e-06,6.3781e-06,1.7095e-05,3.169e-05,3.403e-05,6.2424e-05,0.00013081,0.00018115,0.060961,2.4379,0.03707,0.034756,1.0954e-08,1.1943e-08,1.4421e-08,3.3617e-08,1.4978e-07,1.6819e-07,1.9069e-07,3.6109e-07,5.5975e-07,6.1111e-07,1.0021e-06,5.2633e-06,1.124e-05,1.3098e-05,3.3793e-05,0.00084781,0.99849,1.2291,16.309,9.5936,3.2176e-08,4.2823e-08,6.0026e-08,6.8545e-08,7.0237e-08,1.6823e-07,2.532e-07,2.6378e-07,3.597e-07,4.8834e-07,5.4744e-07,8.36e-07,8.8783e-07,1.5223e-06,1.9622e-07,5.7333e-07,3.7082e-06,6.3158e-05,41.583,9.4519e-05,1.7497e-12,2.0197e-12,2.8617e-12,4.2029e-12,4.7713e-12,4.4913e-11,4.6352e-11,9.9627e-11,1.0713e-10,1.3819e-10,1.6393e-10,1.836e-10,9.4801e-10,1.5703e-09,2.0888e-09,1.3596e-08,0.062322,0.84205,1.7958,0.0097709,2.4289e-05,0.00014038,0.00031484,0.00022192,1.4857e-07,5.502e-07,0.00030078,0.00030423,0.00030524,0.00031128,0.00051232,0.00090986,0.0010051,0.0017044,0.0023171,0.0028271,0.0058947,0.013524,0.018147,0.020491
