Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
0.00675936
23.8175, 6.70719, 13.847, 4.13064, 4.41163, 18.1864, 16.0879, 17.9069, 10.184, 21.4707, 21.603, 5.6733, 0.864784, 1.63667, 13.3098, 14.0026, 2.46917, 0.00675936, 10.7979, 16.4946, 18.6476, 8.21715, 15.1709, 0.0178667, 9.3149, 22.4208, 8.88438, 1.23558, 0.0213934, 0.0359004, 3.99643, 0.711987, 10.6811, 2.19715, 6.11474, 0.0117779, 21.4616, 3.29895, 4.66011, 0.765263, 17.3234, 7.0186, 2.31069, 6.5219, 0.519755, 12.9428, 14.4417, 0.527019, 0.774816, 5.47698, 

0.271143, 0.00054415, 5.28822, 16.0879, 17.9069, 18.6943, 3.01411, 0.027814, 2.46917, 3.0872, 0.198276, 0.527019, 1.63667, 2.31104, 14.0026, 10.7979, 12.955, 0.0147114, 0.535995, 2.19715, 0.328557, 0.955243, 0.0178667, 4.01201, 0.0359004, 2.15393, 4.84757, 1.23558, 0.0213934, 0.774816, 3.99643, 0.711987, 6.11474, 4.66011, 0.765263, 5.02295, 11.1273, 0.00675936, 0.693469, 0.0117779, 1.96092, 2.31069, 1.59961, 2.33637, 4.91675, 1.34365, 0.519755, 4.26044, 4.07058, 4.13064, 

0.00054415, 0.00319658, 1.32424e-06, 1.51832, 5.06502, 20.1077, 16.5241, 0.0359004, 2.31104, 1.65967, 0.00797733, 0.328557, 14.0026, 10.7979, 12.955, 2.19715, 0.56067, 1.4565, 0.027814, 1.29607, 0.253109, 0.0144489, 2.15393, 0.0213934, 0.774816, 0.248808, 0.000458739, 0.535995, 0.0178667, 0.0117779, 0.711987, 0.000497476, 4.66011, 0.765263, 11.1273, 0.00675936, 3.6893, 0.0147114, 1.23558, 0.693469, 1.34365, 0.519755, 1.27241, 0.198276, 0.527019, 0.732121, 0.52424, 0.257047, 2.54363, 3.01411, 

0.00054415, 0.00319658, 1.32424e-06, 1.51832, 5.06502, 0.139579, 1.22311, 0.315265, 0.0117779, 0.658635, 0.00797733, 0.0203321, 0.56067, 0.027814, 1.29607, 0.144891, 1.25468, 0.0147114, 0.380331, 0.774816, 0.00112805, 0.00130535, 0.0213934, 0.248808, 0.535995, 0.0178667, 23.4766, 0.223992, 0.972307, 0.000458739, 0.00251912, 0.000497476, 1.04154, 11.1273, 0.00675936, 3.6893, 0.273665, 0.765263, 0.693469, 0.0359004, 0.519755, 0.328557, 0.527019, 0.52424, 0.257047, 0.050767, 0.118608, 0.198276, 1.23558, 1.65967, 

0.000501752, 0.00319658, 1.32424e-06, 1.23664, 0.119151, 0.139579, 0.0247705, 0.0726919, 0.122721, 0.0359004, 0.00797733, 0.00883003, 0.027814, 1.29607, 0.144891, 0.380331, 1.39706, 0.0117779, 0.0301184, 0.0147114, 0.00112805, 0.00118707, 0.0213934, 0.248808, 0.0178667, 17.948, 0.000458739, 0.00675936, 0.315265, 0.319385, 0.00251912, 0.000497476, 1.04154, 3.6893, 0.0542426, 0.456401, 0.00454055, 0.016817, 0.0224175, 0.122832, 0.050767, 0.118608, 0.04069, 0.0291475, 0.113965, 0.0197012, 0.112005, 0.0205098, 0.391841, 0.658635, 

