Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
0.00417902
13.4511, 0.25455, 0.00498566, 24.4129, 0.64255, 8.4356, 14.905, 5.66776, 24.4836, 9.31527, 9.17331, 22.9905, 15.4506, 22.3779, 8.19381, 7.12843, 21.2543, 1.3502, 6.04556, 23.1401, 14.4538, 21.3543, 20.0484, 2.70747, 3.9768, 18.1645, 7.43834, 0.473603, 20.0066, 3.95689, 0.869104, 10.8348, 17.9689, 20.3526, 23.1463, 4.66742, 13.6944, 14.8729, 21.6468, 1.09784, 0.160552, 5.99584, 6.46565, 0.00417902, 2.41946, 11.5032, 17.6697, 3.30248, 14.3668, 5.7325, 

0.00417902, 0.00420046, 1.15613, 8.4356, 0.169947, 0.209187, 0.858313, 1.58584, 1.09784, 0.000347898, 0.160552, 0.836708, 2.46176, 6.43864, 0.989385, 1.65591, 5.0673, 0.224174, 0.77239, 0.0594207, 0.0307442, 0.64966, 0.487997, 7.27359, 0.473603, 20.0066, 3.92325, 0.0767396, 1.42851, 3.9768, 0.869104, 0.957087, 23.1463, 14.8729, 0.327089, 10.2309, 18.8347, 0.64255, 0.209643, 0.0836206, 0.857597, 0.25455, 2.41946, 3.30248, 3.64768, 3.42134, 5.46694, 0.210597, 4.02711, 4.66742, 

0.00417902, 0.00420046, 3.36011, 0.209187, 0.280673, 0.000347898, 1.0139, 0.0600708, 0.858313, 0.989385, 0.160552, 3.74517e-05, 0.00671065, 0.77239, 0.0316561, 0.044194, 0.304391, 0.0836206, 0.102012, 0.763163, 0.0307442, 0.210597, 0.487997, 7.27359, 0.0767396, 1.42851, 6.63689, 0.853278, 0.169947, 1.00544, 0.337619, 0.724777, 0.327089, 0.838437, 0.297167, 0.209643, 0.682005, 0.854369, 0.473603, 0.570267, 0.857597, 0.64966, 0.25455, 0.575863, 0.788532, 1.87625, 0.869104, 0.853035, 1.03149, 1.58584, 

0.00417902, 2.96984e-05, 0.280673, 0.000347898, 1.0139, 0.0600708, 2.11944, 0.473603, 0.327089, 0.0836206, 0.160552, 3.74517e-05, 0.312924, 0.0703176, 0.102012, 0.763163, 22.7421, 0.0316561, 0.570267, 0.0767396, 0.0307442, 0.210597, 0.487997, 7.27359, 1.42851, 0.193288, 0.853278, 0.854369, 0.209187, 0.044194, 0.210083, 0.0171736, 0.838437, 0.192276, 0.209643, 1.19704, 0.159914, 0.00671065, 0.682005, 0.0409121, 0.857597, 0.64966, 0.337619, 0.575863, 0.788532, 0.749148, 0.25455, 0.694929, 0.858313, 0.876633, 

0.00417902, 2.96984e-05, 0.0600708, 0.273051, 0.0485388, 0.000830149, 3.31621, 0.0841022, 0.00352016, 0.193288, 3.74517e-05, 0.0895356, 0.00812484, 0.211659, 0.570267, 0.0767396, 1.80525, 0.0316561, 0.0744713, 0.0409121, 0.0160928, 0.11035, 1.42851, 0.854369, 0.044194, 1.42568, 0.140193, 0.312924, 0.00380796, 0.000347898, 0.0171736, 0.00409531, 0.177222, 1.19704, 0.0773141, 0.00671065, 0.682005, 0.102012, 0.209187, 0.192276, 0.337619, 0.25455, 0.0307442, 0.160552, 0.160057, 0.210597, 0.117276, 0.0174919, 0.327089, 0.487997, 

2.96984e-05, 0.00122938, 0.000830149, 3.31621, 0.0841022, 0.00352016, 0.021137, 0.00166167, 0.300374, 0.327089, 3.74517e-05, 0.00417902, 0.00812484, 0.570267, 0.0767396, 0.0744713, 0.319245, 0.0600708, 2.97672e-05, 0.192276, 0.0160928, 0.101407, 0.044194, 0.140193, 0.312924, 0.00380796, 5.16916, 0.000347898, 0.211659, 0.0485388, 0.0171736, 0.00409531, 1.35156e-05, 0.00671065, 0.102012, 0.209187, 0.464668, 0.00127357, 0.0409121, 0.193288, 0.25455, 0.0895356, 0.160552, 0.160057, 0.210597, 0.117276, 0.0307442, 0.0174919, 0.487997, 0.534299, 

2.96984e-05, 0.000153321, 0.000830149, 0.0183571, 0.021137, 0.00166167, 0.327089, 0.000718184, 0.0485388, 0.0600708, 3.74517e-05, 0.00417902, 0.00812484, 0.570267, 2.97672e-05, 0.192276, 1.2944, 0.044194, 0.00470112, 0.00127357, 0.0160928, 0.000542054, 0.312924, 0.00380796, 0.000347898, 0.211659, 3.21731, 1.35156e-05, 0.0744713, 0.00671065, 0.007568, 0.00409531, 0.102012, 0.0288552, 0.0409121, 0.193288, 0.15857, 0.0767396, 0.00269742, 0.00352016, 0.0895356, 0.160057, 0.117276, 0.0307442, 0.0174919, 0.00115966, 0.0675302, 0.0219264, 0.0783404, 0.140193, 

