Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
0.0267066
4.49809, 11.2434, 12.8705, 17.347, 8.30809, 0.0267066, 6.12898, 1.07303, 2.93607, 0.0697621, 17.5181, 5.22521, 0.074581, 11.4874, 1.52705, 14.3466, 1.11269, 1.86701, 10.8777, 1.58101, 13.1315, 4.15268, 13.5211, 12.0489, 0.678136, 3.65628, 14.4863, 4.06814, 20.2345, 9.14611, 11.114, 2.56252, 13.5349, 4.43922, 0.744534, 0.158736, 12.5038, 22.8673, 4.42047, 9.93577, 6.4381, 0.296656, 16.2848, 22.9901, 6.04853, 13.678, 9.67012, 17.4071, 14.7142, 12.0926, 

0.0265906, 0.0850791, 0.074741, 0.0267066, 0.0222425, 1.13712, 0.0697621, 1.56062, 0.327042, 1.31826, 0.0420689, 0.750048, 0.074581, 1.52705, 1.11269, 1.58101, 6.95958, 0.447732, 1.86701, 1.30758, 4.15268, 1.14894, 0.532182, 0.382394, 3.0039, 2.85725, 0.000661101, 2.27389, 0.467718, 0.284057, 2.56252, 0.314628, 0.744534, 0.158736, 22.8673, 9.93577, 4.73244, 5.20359, 4.42047, 1.56114, 1.18963, 0.377831, 0.296656, 6.04853, 5.419, 4.13397, 0.497341, 1.13248, 5.21664, 5.43692, 

0.0265906, 0.00537355, 0.0222425, 1.56062, 0.327042, 0.453824, 0.306956, 0.510007, 0.0244976, 0.529043, 0.0420689, 0.296656, 1.52705, 0.911364, 0.00834532, 1.86701, 1.30758, 0.156569, 0.0267066, 0.527881, 0.129765, 0.750048, 0.532182, 0.382394, 0.0198689, 0.000661101, 5.02903, 0.074581, 0.284057, 0.158736, 0.314628, 0.395262, 0.244152, 4.73244, 4.42047, 0.995594, 4.49601, 0.467718, 0.074741, 0.0697621, 1.18963, 0.477275, 0.377831, 0.497341, 1.13248, 1.12624, 0.873044, 0.60231, 1.08436, 1.13712, 

0.0265906, 0.00537355, 0.0222425, 1.56062, 0.327042, 0.453824, 4.91743, 0.527881, 0.529043, 0.510007, 0.0420689, 0.263581, 0.433634, 0.00834532, 0.156569, 0.0267066, 2.23042, 0.532182, 0.467718, 0.074581, 0.129765, 0.00224443, 0.0198689, 0.000661101, 0.0588478, 0.284057, 0.158736, 0.00805993, 0.4594, 0.382394, 0.314628, 0.377831, 0.244152, 0.533907, 4.42047, 0.074741, 5.78893, 0.0244976, 0.0641078, 0.000247538, 0.477275, 0.395262, 0.497341, 1.12624, 0.873044, 0.60231, 0.65409, 0.296656, 0.722585, 0.995594, 

0.00537355, 0.00718165, 0.0222425, 0.453824, 4.91743, 0.063699, 0.00669477, 0.00805993, 0.284057, 0.000661101, 0.0420689, 0.121985, 0.0593119, 2.23042, 0.532182, 0.074581, 0.115855, 0.0267066, 0.000292267, 0.158736, 0.0265906, 0.00224443, 0.0198689, 0.0588478, 0.422624, 0.382394, 0.147886, 0.00834532, 0.283685, 0.0138069, 0.314628, 0.272915, 0.244152, 0.533907, 0.074741, 5.78893, 0.000247538, 0.0244976, 0.00869774, 0.0723207, 0.477275, 0.395262, 0.497341, 0.296656, 0.129765, 0.199003, 0.178052, 0.377831, 0.326355, 0.467718, 

0.00537355, 0.00718165, 0.0222425, 4.91743, 0.00805993, 0.284057, 0.000661101, 0.000247538, 0.115855, 0.0198689, 0.0420689, 0.121985, 0.0593119, 2.23042, 0.532182, 0.000292267, 0.158736, 0.147886, 0.0169809, 0.244152, 0.0168045, 0.000919778, 0.422624, 0.00214031, 0.00834532, 0.0138069, 1.16823, 0.063699, 0.0267066, 0.0588478, 0.112069, 0.108755, 0.486041, 0.0376372, 2.0671e-05, 0.0930083, 0.0857995, 0.00669477, 0.00869774, 0.074581, 0.296656, 0.129765, 0.199003, 0.178052, 0.377831, 0.259455, 0.19426, 0.121902, 0.283685, 0.326355, 

