28055,30274,20.57,446.79,1970.7,27465,450.84,50341,1270,5272.7,187.58,5.2504,1490.7,7512,46828,21911,2982,4859.9,69955,58.175,783.17,9636.1,1.3921,1045.3,41137,54847,4.8551,74259,22944,59580,16353,23450,782.68,23672,1480.5,168.43,6232,5467.1,33.916,50677,19374,57036,15542,1314.6,51062,64966,76076,253.4,129.27,14102
72.071,253.4,20.57,320.52,1270,3148.2,1141.7,97.829,4.8551,33.916,5.1855,5.2504,30.355,97.578,461.94,29023,103.08,128.93,1291.5,324.88,9.8782,90.903,1.3921,4001.1,8758.4,28399,16.329,60.557,2.0851,90.462,296.71,0.5301,782.68,1480.5,2132.4,361.25,37008,129.27,879.47,58.175,1307.8,548.18,370.09,420.7,665.64,854.87,959.44,1314.6,1501.6,1502.9
2.5241,5.6917,4.8551,320.52,1270,3148.2,405.33,97.829,33.916,2.6171,5.1855,5.2504,2.1008,97.578,324.88,1291.5,27.134,60.557,20.57,2.0851,9.8782,0.71101,433.51,621.2,1431,6374.5,0.15038,1.3921,90.462,16.329,0.5301,15.465,44.682,129.27,361.25,6.9166,4332.2,6.0787,78.563,5.2924,21.881,42.881,90.903,147.42,150.92,164.5,167.06,173.4,103.08,128.93
1.1238,1.5222,2.6171,97.829,388.65,405.33,3601,6.0787,2.0851,2.1008,5.1855,5.2504,6.5263,20.57,97.578,324.88,106.91,1.7151,5.2924,10.021,0.71101,0.49795,1.3921,5.6282,16.329,621.2,1491,32.16,1.2916,4.8551,0.5301,0.68646,6.9166,25.962,78.563,186.03,765.4,0.15038,24.187,33.916,2.5112,5.6917,12.011,21.881,24.658,33.007,42.881,90.903,44.682,60.557
1.1238,1.5222,2.6171,97.829,344.5,48632,1526.6,12.175,5.2924,20.57,2.8841,5.1855,1.7151,10.021,324.88,17.327,247.35,4.0887,1.0104,5.6282,0.49795,0.71101,0.21741,1.3921,4.8551,32.16,621.2,2.1008,16.329,6.0787,0.26767,0.5301,0.15038,6.9166,25.962,78.563,13.082,7.7613,2.0851,6.5263,2.5112,2.5892,5.6917,7.1262,12.011,13.465,18.632,20.02,24.187,33.916
1.1238,1.2493,20.57,344.5,1526.6,3522,25510,6.0787,24.187,0.15038,1.3212,2.5112,1.0104,1.7151,1.9021,324.88,5995.9,5.6282,6.9166,17.327,0.49795,0.71101,0.21741,1.3921,2.1008,4.8551,32.16,16.329,12.175,10.021,0.26767,0.5301,2.0851,7.7613,13.082,104.51,6843.5,5.2924,6.5263,2.6171,5.1855,2.5892,5.6917,7.1262,12.011,13.465,18.632,20.02,25.962,33.916
1.1238,1.2493,0.15038,20.57,24.187,344.5,4784.7,2.0773,5.6282,16.329,1.3212,2.5112,1.0104,1.9021,6.9166,17.327,63.327,2.6171,0.21741,13.556,0.43391,0.71101,1.3921,10.021,32.16,131.01,9.4351,6.0787,5.2924,1.7151,0.26767,0.5301,2.0851,6.5263,7.7613,13.082,5.5056,12.175,25.962,4.8551,2.5892,5.1855,5.6917,5.7541,7.1262,12.011,13.465,18.632,33.916,104.51
0.24213,0.59275,0.15038,2.0773,16.329,192.67,32.567,2.0851,6.9166,2.6171,0.16819,2.5112,0.21741,1.0104,13.556,17.327,6757.3,5.6282,13.082,1.7151,0.43391,0.4844,1.3921,9.4351,32.16,131.01,60.281,0.41657,4.8551,1.9021,0.26767,0.5301,5.5056,6.5263,7.7613,12.175,1186.2,10.021,5.2924,6.0787,1.2493,2.5892,5.1855,5.6917,5.7541,7.1262,12.011,12.316,18.49,20.57
0.24213,0.59275,0.15038,2.0773,10.269,32.567,977.49,1.9021,0.41657,2.0958,0.16819,1.2493,0.21741,1.7151,5.6282,13.556,4.1895,4.8551,2.0851,2.6171,0.43391,0.4844,1.3921,9.4351,60.281,131.01,8242.3,7.7613,13.082,6.5263,0.26767,0.5301,5.5056,6.0787,12.175,1186.2,522.06,6.9166,10.021,1.0104,2.5112,2.5892,5.1855,5.6917,5.7541,7.1262,12.011,12.316,16.329,17.327
0.24213,0.59275,0.41657,1.9021,2.0958,138.1,3748.7,0.21741,0.15038,7.7613,0.16819,1.2493,0.59267,2.6171,4.8551,5.6282,13.556,2.0773,9.1234,10.269,0.40264,0.43391,6.5263,9.4351,13.082,60.281,131.01,1.3921,4.1895,1.7151,0.26767,0.51721,1.0104,6.0787,7.8485,1186.2,17.322,5.5056,10.021,6.9166,2.5112,2.5892,3.8268,5.1855,5.6917,5.7541,7.1262,12.011,12.175,16.074
0.14026,0.082518,0.21741,0.41657,127.87,138.1,4060.2,2.0958,5.603,1.3921,0.16819,0.75372,2.0773,2.6171,4.8551,10.269,523.32,6.0787,7.7613,5.5056,0.40264,0.43391,1.7151,4.1895,9.4351,131.01,567.83,0.10506,0.59267,6.5263,0.26767,0.51721,1.0104,6.9166,17.322,236.75,5.8084,0.15038,5.6282,1.9021,0.24213,0.59275,1.8268,2.5112,2.5892,3.7392,3.8268,5.1855,7.8485,9.1234
0.082518,0.14026,0.21741,2.0958,127.87,138.1,58.256,4.8551,1.0659,1.3921,0.16819,0.24213,2.0773,2.6171,5.5056,7.7613,523.32,4.1895,2.5398,4.2769,0.40264,0.19258,0.59267,9.4351,131.01,0.29395,748.47,1.9021,5.603,1.7151,0.26767,0.43391,0.15038,5.6282,6.9166,45.127,7.3812,0.41657,1.0104,0.10506,0.75372,0.51721,0.59275,1.2222,1.8268,2.5112,2.5892,3.7392,5.8084,5.922
0.082518,0.090418,0.57546,4.8551,58.256,127.87,0.44613,0.21741,1.3921,1.9021,0.16819,0.24213,4.1895,4.2769,7.7613,523.32,4749.1,1.7151,0.10506,5.5056,0.19258,0.25253,0.29395,5.603,9.4351,131.01,748.47,2.0773,5.6282,2.6171,0.26767,0.43391,0.15038,0.21527,0.41657,39.94,1060.7,2.5398,0.59267,2.0958,0.35108,0.51721,0.59275,0.75372,1.2222,1.8268,2.5112,2.5892,5.8084,5.922
0.082518,0.090418,0.57546,1.3921,4.8551,58.256,53.019,0.10506,5.5056,1.7635,0.16819,0.24213,4.1895,4.2769,7.7613,1512.1,0.74709,2.0958,0.21527,0.44613,0.19258,0.25253,0.29395,2.0773,9.4351,131.01,72.104,2.5398,1.7151,0.59267,0.26767,0.35108,0.15038,0.41657,39.94,287.79,1008.5,1.9021,0.21741,2.6171,0.43391,0.51721,0.59275,0.75372,1.2222,1.2607,1.8268,2.5112,5.603,5.6282
0.082518,0.090418,0.10506,4.8551,5.5056,58.256,28.667,0.59267,1.7635,0.74709,0.16819,0.24213,0.21527,2.0958,4.2769,1512.1,11012,1.3921,1.9021,0.29395,0.19258,0.25253,1.7151,2.5398,15.643,131.01,2.6163,0.41657,2.0773,0.15038,0.26767,0.35108,0.21741,2.6171,39.94,97.995,25.789,4.1895,0.44613,0.57546,0.43391,0.51721,0.59275,0.75372,1.2222,1.2607,1.8268,2.5112,5.603,5.6282
0.082518,0.090418,0.10506,0.59267,0.74709,4.8551,5.5056,2.5398,1.7151,2.6171,0.16819,0.24213,0.29395,1.9021,2.0958,4.2769,1512.1,1.7635,1.3921,0.21741,0.19258,0.25253,0.15038,0.41657,15.643,297.02,414.85,0.21527,5.603,5.6282,0.26767,0.35108,0.44613,0.57546,4.1895,39.94,97.995,2.0773,2.6163,2.0634,0.43391,0.51721,0.59275,0.75372,1.2222,1.2607,1.8268,2.5112,5.8044,24.682
