Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -100:100

Fitness Iterations:
0.0526549
0.183749, 0.356174, 1.98686, 1.77241, 1.44196, 3.7379, 1.46266, 0.294886, 0.728863, 1.08038, 0.0808597, 0.166075, 2.07393, 1.69938, 1.36233, 2.14473, 1.1584, 0.118904, 0.497434, 1.17398, 0.0526549, 0.331619, 2.63768, 0.803841, 1.07736, 1.44107, 1.096, 0.355164, 1.07553, 0.156127, 1.44413, 0.0403766, 1.84403, 1.05043, 0.282462, 2.65134, 1.07586, 0.566713, 0.965013, 0.992803, 0.658089, 1.53499, 0.991731, 0.682957, 0.992088, 1.73436, 0.674396, 1.54991, 1.19943, 1.24217, 

0.183749, 0.113363, 0.0444846, 2.63768, 1.46266, 1.08038, 1.23781, 0.282462, 0.355164, 0.803841, 0.0808597, 0.166075, 1.69938, 1.98103, 0.118904, 0.497434, 0.73424, 0.965013, 0.605058, 1.1584, 0.0526549, 0.0213767, 1.07736, 0.990185, 1.06682, 0.156127, 0.44639, 0.728863, 0.920364, 0.0270769, 0.336983, 0.0403766, 1.84403, 1.07586, 0.566713, 0.803984, 0.167679, 1.05043, 0.294886, 0.323512, 1.17692, 0.991731, 0.682957, 0.992088, 0.674396, 0.658089, 0.356174, 0.331619, 1.19943, 1.24217, 

9.06266e-07, 0.0188446, 0.018967, 2.63768, 1.08038, 0.282462, 0.228103, 0.566713, 0.355164, 0.476433, 0.0808597, 0.166075, 0.0670228, 0.366373, 0.118904, 0.73424, 0.778543, 0.44639, 0.25505, 0.156127, 0.0526549, 0.0213767, 0.306762, 0.990185, 0.728863, 0.0334587, 0.0270769, 0.497434, 0.742314, 0.0317691, 0.113363, 0.0403766, 1.07586, 0.167679, 0.294886, 0.323512, 1.92091, 0.180613, 0.650895, 0.605058, 0.510737, 0.674396, 0.658089, 0.356174, 0.336983, 0.331619, 0.26622, 0.210848, 1.01656, 1.05043, 

9.06266e-07, 0.0188446, 0.018967, 2.63768, 0.566713, 0.476433, 0.127635, 0.0270769, 0.228103, 0.0418718, 0.06527, 0.0743827, 0.118904, 0.73424, 0.44639, 0.156127, 3.26328, 0.11936, 0.0102973, 0.0317691, 0.0526549, 0.0213767, 0.306762, 0.0334587, 0.497434, 2.78232, 1.76244, 0.323512, 0.180613, 0.355164, 0.113363, 0.0403766, 1.07586, 0.167679, 0.294886, 0.605058, 0.897819, 0.0819766, 0.273833, 0.282462, 0.331619, 0.26622, 0.210848, 0.178036, 0.166075, 0.292804, 0.249306, 0.186125, 0.366373, 0.591628, 

9.06266e-07, 0.0105185, 0.018967, 0.566713, 0.127635, 0.228103, 1.60369, 0.0819766, 0.282462, 0.273833, 0.06527, 0.0442211, 2.63768, 0.0102973, 0.0317691, 0.937155, 1.79945, 0.0270769, 0.355164, 0.0929427, 0.0526549, 0.0213767, 0.306762, 0.497434, 1.76244, 0.323512, 0.774453, 0.0101624, 0.180613, 0.0334587, 0.0743827, 0.0403766, 1.07586, 0.167679, 0.294886, 2.03286, 1.78282, 0.284523, 0.118904, 0.11936, 0.26622, 0.210848, 0.178036, 0.166075, 0.249306, 0.186125, 0.0504703, 0.0982689, 0.366373, 0.44639, 

