Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -100:100

Fitness Iterations:
0.0625934
0.345038, 0.369563, 0.197587, 2.26854, 0.551877, 2.63768, 0.835821, 0.604656, 0.823538, 1.49378, 0.400279, 0.640525, 1.21066, 1.31658, 2.41486, 2.15405, 1.21442, 1.68634, 0.199953, 0.576536, 0.485514, 0.531671, 1.64224, 2.63768, 2.20475, 2.63768, 0.488581, 0.0625934, 1.61155, 1.3411, 0.962992, 0.208469, 0.023352, 0.46133, 1.07509, 1.90386, 0.214784, 0.318101, 0.514902, 0.484666, 1.29407, 1.15798, 0.542344, 1.25291, 1.19394, 1.37587, 1.35785, 1.03714, 1.76244, 1.8066, 

0.298992, 0.326838, 0.0726313, 2.26854, 0.835821, 1.40069, 0.483377, 0.994789, 0.5932, 0.604656, 0.400279, 0.0942943, 1.21066, 0.469794, 0.199953, 0.576536, 1.76585, 0.0625934, 0.514902, 0.952917, 0.485514, 0.531671, 0.670482, 0.959173, 1.43461, 0.488581, 0.100978, 0.551877, 1.08555, 0.823538, 0.392298, 0.208469, 0.023352, 0.206012, 0.318101, 0.316666, 2.10138, 0.298932, 1.09714, 1.07509, 1.29407, 1.07098, 0.542344, 1.25291, 1.19394, 1.03714, 0.742712, 1.0444, 1.21442, 1.3411, 

0.298992, 0.326838, 0.835821, 1.40069, 0.604656, 0.529436, 0.601329, 0.5932, 0.0726313, 0.298932, 0.0942943, 0.234307, 1.14378, 0.469794, 0.199953, 0.514902, 2.11204, 0.172882, 0.576536, 0.483377, 0.332174, 0.182363, 0.300992, 1.43461, 0.0691118, 0.823538, 0.530346, 0.488581, 0.023352, 0.100978, 0.392298, 0.208469, 0.206012, 0.316666, 1.09714, 1.07509, 1.27689, 0.391594, 0.318101, 0.0625934, 0.542344, 0.485514, 1.03714, 0.742712, 0.467999, 0.400279, 0.531671, 0.488029, 0.670482, 0.85667, 

0.123184, 0.267717, 0.453193, 0.601329, 0.0726313, 0.298932, 0.881576, 1.62191e-05, 0.300992, 0.391594, 0.0942943, 0.234307, 0.129053, 0.198257, 0.514902, 0.604755, 1.66758, 0.488581, 0.0691118, 0.469794, 0.332174, 0.168734, 0.720103, 0.023352, 0.0646911, 1.60565, 0.503432, 0.4281, 0.0625934, 0.529436, 0.208469, 0.157835, 0.206012, 1.09714, 1.07509, 0.164791, 0.114934, 0.316666, 0.318101, 0.483377, 0.485514, 0.467999, 0.400279, 0.488029, 0.326838, 0.34843, 0.429146, 0.392298, 0.530346, 0.5932, 

0.0361737, 0.267717, 0.0726313, 0.298932, 0.881576, 0.391594, 0.383012, 0.453193, 0.277508, 1.62191e-05, 0.0942943, 0.234307, 0.198257, 0.0691118, 0.469794, 0.573269, 1.5396, 0.0599517, 0.164791, 0.318101, 0.332174, 0.168734, 0.023352, 0.503432, 0.4281, 0.0625934, 0.407669, 0.129053, 0.0646911, 0.300992, 0.163337, 0.157835, 1.09714, 0.114934, 0.316666, 0.483377, 1.56748, 0.110059, 0.206012, 0.17245, 0.123184, 0.467999, 0.400279, 0.326838, 0.34843, 0.429146, 0.392298, 0.26822, 0.488581, 0.514902, 

0.0361737, 0.267717, 0.0726313, 0.881576, 0.391594, 0.383012, 1.91668, 0.277508, 0.17245, 1.62191e-05, 0.039487, 0.234307, 0.198257, 0.0691118, 0.573269, 0.0599517, 2.41347, 0.0964672, 0.298932, 0.114934, 0.168734, 0.174051, 0.023352, 0.4281, 0.407669, 0.300992, 0.0937206, 0.0625934, 0.0376704, 0.164791, 0.123184, 0.157835, 1.09714, 0.483377, 1.56748, 0.110059, 0.296916, 0.129053, 0.206012, 0.167827, 0.163337, 0.326838, 0.34843, 0.26822, 0.0942943, 0.35695, 0.332174, 0.323163, 0.316666, 0.318101, 

0.0361737, 0.0942943, 0.0726313, 0.881576, 0.391594, 1.91668, 0.742818, 0.023352, 0.0937206, 0.0905676, 0.039487, 0.124603, 0.573269, 0.490588, 0.0964672, 0.114934, 1.54917, 0.198257, 0.0442741, 0.0376704, 0.0924427, 0.174051, 0.407669, 0.0625934, 0.164791, 1.98104, 0.413836, 0.110059, 0.0691118, 1.62191e-05, 0.123184, 0.157835, 1.09714, 0.483377, 0.296916, 0.0295041, 0.161002, 0.17245, 0.0599517, 0.167827, 0.267717, 0.326838, 0.34843, 0.26822, 0.163337, 0.35695, 0.332174, 0.323163, 0.206012, 0.277508, 

0.0361737, 0.0942943, 0.881576, 0.406164, 0.023352, 0.0937206, 1.48196, 0.0691118, 0.0295041, 0.161002, 0.039487, 0.124603, 0.573269, 0.490588, 0.0964672, 0.157863, 0.0442741, 0.0726313, 0.206012, 0.0476678, 0.0924427, 0.148006, 0.0625934, 0.164791, 1.98104, 0.413836, 0.110059, 0.0905676, 0.114934, 0.0376704, 0.123184, 0.14793, 1.09714, 0.483377, 0.17245, 0.0599517, 0.892329, 0.104719, 1.62191e-05, 0.0313715, 0.267717, 0.326838, 0.26822, 0.163337, 0.332174, 0.323163, 0.328097, 0.157835, 0.277508, 0.296916, 

0.0361737, 0.0942943, 0.023352, 0.0937206, 1.48196, 0.0295041, 0.669055, 0.104719, 0.206012, 0.110059, 0.039487, 0.100631, 0.0964672, 0.0442741, 0.0726313, 0.0398954, 3.32634, 0.0376704, 0.0691118, 0.277508, 0.0924427, 0.148006, 0.0625934, 0.0955835, 1.98104, 0.114934, 1.70536, 0.0599517, 0.157863, 0.161002, 0.123184, 0.14793, 0.483377, 0.17245, 0.892329, 1.62191e-05, 0.432802, 0.296916, 0.0313715, 0.0905676, 0.21713, 0.26822, 0.163337, 0.157835, 0.320956, 0.124603, 0.209249, 0.25216, 0.406164, 0.413836, 

0.0361737, 0.0316257, 0.023352, 0.0937206, 0.0295041, 0.110059, 1.18585, 0.206012, 0.0313715, 0.157863, 0.039487, 0.0579968, 0.0964672, 0.0726313, 2.63768, 0.0146382, 0.0691118, 0.212347, 0.0818283, 0.104719, 0.0924427, 0.0951305, 0.0625934, 1.98104, 0.0599517, 0.161002, 1.45388, 0.141736, 0.17245, 0.0398954, 0.100631, 0.124603, 0.483377, 0.892329, 1.62191e-05, 0.296916, 0.0905676, 0.114934, 0.0955835, 0.0442741, 0.21713, 0.26822, 0.163337, 0.157835, 0.14793, 0.209249, 0.25216, 0.123184, 0.277508, 0.406164, 

0.0361737, 0.0316257, 0.023352, 0.0937206, 0.0295041, 0.157863, 1.54982, 0.0146382, 0.0442741, 0.0925135, 0.039487, 0.0579968, 0.0964672, 2.63768, 0.0818283, 0.537186, 2.5317, 0.0955835, 0.0691118, 0.0905676, 0.0924427, 0.0951305, 1.11498, 0.161002, 1.45388, 0.141736, 0.17245, 0.104719, 0.0398954, 0.0313715, 0.069302, 0.124603, 0.892329, 1.62191e-05, 0.296916, 0.648127, 1.80209, 0.0625934, 0.0599517, 0.0726313, 0.21713, 0.163337, 0.157835, 0.14793, 0.209249, 0.123184, 0.14072, 0.100631, 0.110059, 0.114934, 

0.0361737, 0.0316257, 0.0937206, 0.0295041, 0.0442741, 2.02002, 0.519845, 0.023352, 0.0146382, 0.0599517, 0.039487, 0.0579968, 2.11794, 0.537186, 0.0955835, 0.62743, 1.67029, 0.0905676, 0.0964672, 0.0313715, 0.0924427, 0.0948005, 1.11498, 0.141736, 0.17245, 0.104719, 0.0568326, 0.0923198, 0.0818283, 0.110059, 0.069302, 0.00445624, 0.892329, 0.648127, 1.80209, 0.0625934, 0.0726313, 1.62191e-05, 0.0691118, 0.0398954, 0.163337, 0.157835, 0.14793, 0.209249, 0.123184, 0.14072, 0.100631, 0.0951305, 0.114934, 0.157863, 

0.0361737, 0.0316257, 0.378404, 0.519845, 0.023352, 0.0108647, 1.98234, 0.0313715, 0.0146382, 0.0442741, 0.039487, 0.0579968, 1.44407, 0.0955835, 0.0905676, 0.0885989, 1.44705, 0.0964672, 0.0923198, 0.0691118, 0.0633081, 0.069302, 1.11498, 0.104719, 0.0818283, 0.110059, 0.479546, 0.0625934, 0.0295041, 0.0937206, 0.00445624, 0.0469855, 1.80209, 1.62191e-05, 0.0398954, 0.260647, 1.19835, 0.0568326, 0.114934, 0.0726313, 0.157835, 0.14793, 0.123184, 0.14072, 0.100631, 0.0951305, 0.0924427, 0.0948005, 0.141736, 0.157863, 

0.0361737, 0.0316257, 0.378404, 0.0108647, 1.85892, 0.0146382, 0.952854, 0.011878, 0.0625934, 0.0568326, 0.039487, 0.0108134, 0.0885989, 1.44705, 0.0964672, 0.0691118, 0.0276, 0.0313715, 0.0726313, 0.023352, 0.0633081, 0.069302, 0.104719, 0.0818283, 0.110059, 0.0295041, 1.83981, 0.0955835, 0.0923198, 0.0905676, 0.00445624, 0.0469855, 1.80209, 1.62191e-05, 0.0398954, 0.114934, 1.40674, 0.00132726, 0.0937206, 0.0442741, 0.14793, 0.123184, 0.14072, 0.100631, 0.0951305, 0.0924427, 0.0948005, 0.0579968, 0.141736, 0.157863, 

0.0361737, 0.0231093, 0.378404, 0.0108647, 0.952854, 0.0625934, 0.111437, 0.0295041, 0.0146382, 1.62191e-05, 0.039487, 0.0108134, 0.0885989, 0.0691118, 0.0726313, 0.023352, 2.36185, 0.110059, 0.0964672, 0.011878, 0.0579968, 0.069302, 0.104719, 0.0818283, 0.0955835, 0.0905676, 0.882959, 0.0937206, 0.0276, 0.0313715, 0.00445624, 0.0469855, 0.0398954, 0.114934, 0.950358, 0.00132726, 0.0442741, 0.0923198, 0.0568326, 0.0152842, 0.14793, 0.123184, 0.14072, 0.100631, 0.0951305, 0.0924427, 0.0948005, 0.0633081, 0.141736, 0.157863, 

